en_Tienda,edad,articulo,monto,region
1,41,3,1369.6,1
0,68,5,152.67,2
0,50,2,2668.8,3
1,36,8,820.75,1
0,32,4,106.53,2
1,47,6,327.99,3
0,40,5,153,3
0,20,3,2000.3,4
0,63,5,82.26,2
0,50,3,409.48,4
0,54,6,467.68,2
0,40,8,1384.2,4
0,22,3,2210.4,4
1,29,4,254.51,3
1,58,5,292.19,3
0,26,3,2255.8,3
0,71,8,247.06,2
1,65,5,505.62,3
0,19,3,1414.1,4
0,50,4,2305.3,4
1,26,2,259.98,1
0,39,7,386.4,3
0,19,5,763.9,3
0,77,2,155.34,2
1,23,5,1134.4,1
1,31,3,1746.3,4
1,45,2,1397.3,4
0,48,2,1069.6,3
1,23,3,702.98,4
0,32,6,1304.1,3
0,42,3,1702.9,4
1,60,4,361.57,3
0,52,3,810.82,3
0,78,2,361.95,2
0,62,7,442.52,2
0,78,3,119.21,2
0,39,3,455.24,4
1,39,2,174.73,4
1,49,5,290.22,3
0,30,4,268.65,2
0,62,3,574.34,4
1,46,2,1834.5,4
0,55,2,2843.9,4
0,68,8,279.77,2
0,41,2,229.08,2
1,44,6,1901,1
1,67,3,464.23,1
0,52,5,35.65,2
1,50,7,1099.5,1
1,51,3,1539.8,4
1,22,5,785.3,1
0,76,6,108.33,2
0,56,6,1446.7,4
1,63,3,377.14,1
1,41,7,887.25,1
0,52,6,402.46,2
0,62,2,848.91,4
1,50,4,668.53,3
1,24,6,1156.3,4
1,26,3,187.14,4
1,34,3,456.39,1
0,20,3,1673.3,4
0,64,6,386.59,2
1,29,7,1329.3,4
0,52,3,913.04,4
0,49,5,712.18,3
0,53,6,139.17,2
0,29,2,144.69,2
1,23,2,61.57,1
1,49,8,1038.5,4
0,46,2,149.53,3
0,59,4,2101.1,4
1,36,5,628.37,4
0,58,7,1176.5,4
1,40,7,245.4,4
1,30,8,423.87,4
0,44,6,235.13,2
1,41,7,920.21,4
1,46,7,1811.2,4
0,58,5,476.92,4
1,28,3,1057.3,4
1,19,7,1994.7,4
1,33,4,1969,1
0,22,4,1641.8,1
1,52,1,536.94,3
1,27,2,944.01,4
0,55,6,41.3,2
1,44,5,1341.3,4
1,64,4,298.76,1
1,38,2,406.06,4
1,37,2,589.74,1
1,41,5,484.33,3
1,36,2,1735.5,1
1,30,5,109.43,1
0,42,6,296.29,2
1,44,8,94.3,1
0,47,7,1362.3,1
0,56,6,1256.5,3
1,31,6,94.48,1
0,48,6,344.21,2
0,44,4,2564.6,3
0,58,3,1222.8,4
0,55,3,471.04,2
0,33,4,2951.7,3
0,59,6,2622.3,3
0,76,6,162.64,2
1,53,4,1245.5,4
0,32,6,547.5,4
0,55,2,241.51,2
0,69,2,165.12,2
1,62,2,117.84,3
0,63,4,309.1,2
1,39,6,395.28,1
0,18,6,1417.7,4
0,34,6,35.69,2
1,51,4,295.3,4
1,22,6,1065.1,1
0,54,1,902.11,1
0,51,3,2384.7,4
0,80,5,206.52,2
1,56,2,763.01,1
0,44,8,113.03,2
1,54,7,398.4,1
1,26,8,86.1,3
0,67,6,432.61,2
0,24,2,1685.6,3
0,55,4,1724.9,4
0,57,5,307.29,4
0,31,6,493.93,2
0,37,7,521.85,4
0,75,4,106.3,2
0,46,4,297.7,2
1,38,4,1470,4
1,60,8,623.51,3
1,46,4,313.5,1
1,43,7,802.12,4
0,23,2,252.65,3
0,47,5,150.19,2
1,32,5,1005.4,4
1,67,6,234.11,3
1,30,1,464.04,4
1,27,2,291.61,4
1,67,2,840.16,3
1,46,6,1723,4
1,36,7,993.77,4
0,59,8,931.26,4
1,36,6,1075,4
1,42,6,230.72,3
1,38,1,288.59,1
1,42,6,1459.2,1
0,48,2,158.3,2
0,30,3,942.53,3
0,83,2,72.14,2
1,68,6,558.39,3
1,58,8,51.91,3
1,44,2,287.49,1
0,29,5,1578.7,1
0,30,2,2544.3,3
0,72,4,75.81,2
0,25,8,2506.5,4
1,52,5,286.64,1
0,34,3,260.61,2
1,36,6,644.52,3
1,22,4,1843.9,4
1,59,5,263.65,3
1,23,4,1805.7,4
1,63,5,255.18,1
0,50,3,7.05,2
0,32,2,59,2
0,60,3,1981.7,4
0,27,4,377.48,1
0,43,1,1836.2,4
0,42,4,163.33,3
0,65,4,471.29,2
1,69,4,74.15,3
0,33,6,1068.3,4
1,19,2,467.63,4
0,44,6,1915.3,4
1,38,6,1843.1,4
1,35,2,640.35,4
0,76,6,446.69,2
0,58,3,2211.4,4
0,45,6,354.09,2
1,38,5,655.91,1
0,55,6,20.12,2
1,19,2,134.75,4
0,36,8,187.99,2
0,81,4,356.3,2
0,62,7,97.05,2
0,40,8,247.1,2
0,62,1,1785,4
0,45,5,1947.7,3
0,47,4,372.09,2
0,29,4,1328.3,3
0,40,4,2820.9,4
1,39,5,563.61,4
0,44,5,174.55,4
0,30,8,396.23,2
0,58,2,241.44,2
0,38,2,479.24,2
0,64,4,7.64,2
0,48,2,1527.3,3
1,39,4,425.25,3
0,51,5,2081.6,4
1,21,8,647.52,4
0,56,1,2854.2,4
0,30,7,323.1,2
0,62,1,194.57,1
0,38,2,55.58,2
0,42,3,178.14,4
1,59,2,784.17,3
1,40,2,1651.8,4
0,44,2,174.45,2
0,60,7,2369.8,4
1,61,7,538.26,3
0,38,4,2867,4
1,27,3,1205.7,4
1,40,2,839.13,3
0,40,3,2506.7,3
0,44,8,269.24,2
0,36,6,536.6,4
1,29,5,925.89,1
1,59,7,563.73,1
1,37,2,1590.5,1
0,21,5,2653.6,3
1,50,6,1145.1,1
0,44,3,497.82,4
1,27,3,647.8,4
1,54,6,1873.2,4
0,63,6,52.34,2
0,55,1,801.51,4
1,29,6,1474.9,4
0,54,7,553.46,4
0,60,4,2111.9,4
0,29,3,722.28,1
0,40,2,173.29,2
1,60,7,276.51,3
0,49,5,107.71,4
0,73,8,470.56,2
1,39,4,1789.7,4
0,48,5,256.54,2
1,39,8,850.76,1
0,44,8,1809.5,4
1,46,6,1332.1,4
1,63,2,887.12,3
1,67,6,334.94,3
0,60,6,2023.5,4
0,72,5,141.22,2
0,53,5,255.79,2
1,54,4,245.62,1
0,76,1,435.87,2
0,39,5,205.65,2
0,27,3,930.72,3
1,46,5,467.91,1
1,20,5,755.47,4
0,23,2,689.52,3
1,53,8,635.35,3
0,46,5,46.74,2
0,27,4,133.37,4
0,76,4,50.05,2
0,39,5,436.54,2
1,38,5,773.09,4
1,31,3,690.41,1
0,47,3,299.11,2
1,54,1,90.99,1
0,64,8,418.56,2
0,23,4,2426.5,4
0,34,3,880.26,4
1,47,2,147.03,1
1,31,1,1150.1,4
0,29,7,2435.5,4
0,71,5,385.7,2
1,52,1,1623,1
1,39,8,566.9,3
0,47,1,434.06,2
1,31,6,979.69,4
1,27,5,95.14,1
1,45,7,782.3,3
1,26,5,720.09,3
0,32,3,1282.1,3
1,43,6,967.25,1
0,56,7,255.32,2
1,25,5,679.17,4
1,29,4,822.87,4
1,22,5,348.2,4
1,31,5,960.92,3
0,37,3,2330.6,4
1,27,4,239.22,4
1,51,2,58.27,4
0,66,3,484.01,2
0,81,6,200.79,2
0,62,6,410.51,2
1,45,6,403.55,1
1,62,8,83.42,3
1,56,4,859.34,3
0,59,5,29.63,2
1,25,7,428.31,4
1,55,1,1280.3,4
0,36,6,1330.6,4
1,21,2,125.15,1
0,37,2,1727.8,4
1,22,1,1705.8,4
1,46,6,1666,1
1,64,6,269.61,3
1,35,8,1535.7,1
1,20,3,1399.8,1
0,72,8,142.99,2
0,57,5,224.05,2
1,54,6,628.36,1
1,54,5,986.25,4
1,28,5,1000.3,4
0,72,5,306.73,1
1,53,3,125.64,3
0,49,6,1145.3,3
1,22,5,175.67,4
1,40,3,634.05,1
0,20,8,2999.2,3
0,51,7,197.07,3
0,49,7,33.11,2
0,25,8,267.95,4
1,41,2,908.27,4
0,84,5,98.75,2
0,68,8,303.89,2
0,51,4,1810.9,4
1,63,7,155.59,3
1,34,3,1674.9,4
1,65,3,490.48,1
1,50,3,1350.3,4
1,50,4,251.87,1
1,32,3,140.11,4
1,39,8,647.63,1
0,50,5,1106.6,4
1,53,5,1800.4,4
1,48,7,476.77,3
1,20,2,140.07,4
0,22,8,1375.7,3
0,73,2,184.49,2
1,35,2,697.05,3
1,45,6,110.08,4
0,25,3,1812.5,3
1,33,8,618.49,1
1,28,6,1303.1,1
0,33,8,211.96,2
0,80,4,136.7,2
0,69,5,476.67,2
0,73,2,366.41,2
0,56,3,441.99,2
0,83,1,479.91,2
1,29,2,77.45,3
0,36,2,150.2,2
0,50,5,433.5,2
1,52,4,172.78,3
1,50,8,696.3,1
0,74,2,377.32,2
0,61,6,2889.7,4
1,72,8,759.52,1
0,37,5,2390.4,3
1,33,6,1564.4,4
1,44,1,1969.2,1
0,34,2,125.63,2
0,56,5,1186.2,3
0,47,2,2339.3,4
1,60,5,566.36,1
0,81,7,169.69,2
0,21,7,1811.1,4
1,54,5,266.82,3
1,43,2,1359.3,4
0,53,6,353.73,2
1,37,4,1787,1
0,51,4,1605.4,4
1,27,7,1582.6,4
1,68,2,69.77,1
1,33,3,563.41,1
0,35,2,2859.5,3
1,65,8,84.55,3
0,32,6,418.53,2
0,43,7,419.8,2
1,31,7,1089.9,4
1,61,1,494.41,3
0,46,7,215.2,2
0,44,4,2743.8,4
0,33,7,231.17,2
1,31,2,1124.7,1
1,23,7,1211.7,1
1,29,4,213.82,4
0,53,2,2448.6,3
0,21,2,1483.1,4
1,53,4,922.68,4
0,32,3,437.93,4
0,35,5,440.27,2
1,40,7,451,4
0,29,6,372.69,2
0,40,4,2613.3,3
1,55,2,104.09,3
0,48,5,2933.5,4
0,54,5,1580.6,1
1,21,3,1955.1,4
1,66,5,848.58,3
1,35,4,117.74,3
1,36,3,437.08,4
1,31,3,1609.4,1
0,52,6,312.04,2
1,39,4,1784.2,4
0,76,5,273.35,2
1,32,4,505.87,1
0,34,4,127.69,2
0,42,7,2469.6,4
0,46,5,967.93,3
0,22,3,668.47,4
0,56,6,158.31,1
1,35,8,608.96,3
0,31,5,745.74,1
0,42,3,433.34,1
1,72,5,659.44,1
0,38,3,40.72,2
0,65,1,148.66,2
0,59,6,2595,4
1,44,3,362.76,3
0,47,5,343.25,2
1,36,3,741.51,3
1,34,4,1570.5,4
0,33,2,103.94,2
0,76,3,94.35,2
1,44,5,483.95,1
0,48,3,444.55,2
0,32,6,1317.6,1
1,54,1,159.87,3
0,85,7,137.67,2
1,30,6,57.69,3
0,26,5,2444.3,3
1,55,2,607.13,1
0,23,7,794.63,3
1,46,5,79.31,4
1,35,2,77.67,1
1,53,3,1363.9,4
0,41,6,2448.4,4
0,62,8,248.22,2
1,31,3,431.85,3
1,52,5,583.98,1
0,70,5,398.09,2
0,31,1,188.78,2
1,30,5,331.57,3
0,36,6,891.9,4
1,30,6,1103.3,4
0,63,8,237.89,2
0,44,5,2357.2,4
1,30,6,718.83,3
0,76,3,282.44,2
1,38,1,1136.7,1
0,53,5,99.11,1
1,47,4,799.24,4
1,41,5,197.24,4
0,32,6,247.38,1
1,33,2,1245.2,1
1,28,3,368.17,4
0,74,3,435.46,2
1,50,5,994.85,3
1,35,6,1035,4
1,65,5,542.01,1
0,83,6,186.49,2
0,33,5,1807.4,3
0,46,2,200.13,2
0,45,3,11.07,2
1,25,4,770.69,3
0,42,4,2582.8,4
1,44,2,559.5,4
0,70,6,123.51,2
0,59,4,212.35,1
1,54,3,449.87,1
0,48,2,2036.2,4
1,30,3,424.78,4
0,19,6,694.58,3
0,47,4,81.05,2
1,46,6,332.95,4
1,23,2,1689.5,4
1,22,2,256.38,4
1,28,7,1998.1,1
0,49,5,1142.1,3
1,53,6,353.06,3
0,34,7,80.34,2
0,38,5,432.56,2
0,37,4,1842.2,1
1,25,3,390.43,1
1,48,4,1515.1,1
1,44,1,868.93,3
0,83,7,379.81,2
1,31,4,238.62,3
0,20,7,751.23,1
0,71,7,218.25,2
0,54,5,94.27,2
1,72,3,361.01,3
0,58,1,131.2,2
0,37,7,296.53,2
1,33,5,1392,4
1,24,3,893.32,3
0,54,6,2449.3,4
1,64,5,85.74,3
0,40,5,2471.1,3
0,77,2,496.43,2
0,42,8,24.33,2
0,24,4,2758.4,4
1,22,7,1495.4,4
1,28,8,203.49,4
0,49,6,205.17,2
0,47,2,1293.4,4
1,46,2,593.48,3
0,81,4,209.32,2
1,57,5,831.04,1
0,29,5,464.19,2
1,55,2,1388.6,4
1,48,6,1889.9,4
1,53,6,234.95,3
0,77,5,239.09,2
1,68,6,94.13,1
0,27,2,669.76,1
1,43,1,363.93,3
0,20,7,765.23,4
1,48,7,561.87,4
1,66,3,405.41,3
0,37,8,124.43,3
1,21,3,1779,1
0,53,2,2737.4,3
0,38,7,468.91,2
1,35,2,85.24,4
0,34,8,1988.1,3
1,38,2,744.5,1
0,35,4,546.41,1
0,50,2,68.07,2
1,49,7,61.39,1
1,44,1,1221.1,4
0,52,2,1086.7,3
0,54,5,915.42,1
0,32,7,2602.7,4
0,19,6,2744.3,4
1,25,3,1118.1,4
1,48,6,650.34,1
0,46,5,1700.1,1
1,69,3,182.75,3
0,48,6,236.67,2
1,42,4,333.46,3
0,49,4,462.44,2
0,44,8,125.77,2
0,48,3,343.19,2
1,62,3,861.99,3
1,45,1,598.59,4
0,43,2,344.56,2
1,42,4,577.39,1
1,27,1,731.96,4
1,19,6,238.44,1
1,52,3,1318.3,1
0,32,3,224.63,2
1,42,3,1794,4
0,61,6,2915.5,4
0,58,3,2142.8,4
0,27,3,1681.7,3
0,84,5,313.12,2
1,55,3,96.69,3
1,70,6,227.26,1
1,64,7,883.11,3
1,53,3,201.65,4
0,79,1,180.52,2
1,49,3,135.48,1
0,31,7,816.14,4
0,63,2,1684.6,3
0,53,7,1462.2,4
0,45,7,1076.9,4
0,82,6,63.54,2
0,70,8,152.26,2
0,77,8,490.32,2
0,48,3,373.68,2
1,48,3,154.31,3
1,66,1,637.79,3
1,26,4,1229.9,4
0,33,4,295.09,2
1,71,2,701.72,3
0,30,2,152.49,2
0,40,4,1216.3,4
1,45,5,1371.8,4
1,52,3,892.09,3
0,28,6,2262.6,4
0,59,4,444.52,4
1,41,2,1406.3,4
0,23,6,450.85,4
1,28,3,340.97,1
0,81,2,279.51,2
1,41,5,1352.3,1
0,64,1,302.66,2
0,43,6,8.55,2
0,55,5,389.79,2
1,38,7,120.08,1
0,58,8,184.84,2
1,44,4,899.84,4
1,46,8,1140,1
1,59,2,822.19,1
1,58,6,153.63,3
1,68,4,948.36,1
1,23,6,296.93,4
0,49,4,416.42,2
1,34,6,528.99,1
0,51,6,419.51,2
1,62,3,482.44,3
0,84,7,308.78,2
1,52,4,1263.2,1
0,62,1,2287.6,4
1,24,5,163.29,4
1,28,5,716.55,4
0,62,3,150.78,2
1,68,5,209.97,1
0,59,6,219.34,2
1,72,7,456.56,3
0,41,4,412.93,2
1,63,7,569.5,1
1,55,8,703.84,1
0,60,5,2784,4
0,61,2,2876.7,4
1,28,2,645.68,1
0,53,6,172.96,2
1,57,2,490.08,3
0,61,5,2342.2,4
0,34,3,1562.3,4
1,41,3,530.6,4
1,55,3,203.27,3
0,37,5,1315,3
1,58,3,881.95,3
1,34,6,76.34,3
1,38,5,1059.3,1
0,27,3,1151.1,4
1,30,5,1785.2,4
1,54,3,821.46,1
0,33,7,2125.4,4
0,38,5,306.22,1
1,61,2,379.07,3
1,53,8,158.06,4
0,63,2,257.9,2
1,51,3,1107.2,1
0,71,6,299.56,2
0,53,3,476.22,2
0,40,7,371.84,2
0,35,4,288.65,2
1,58,4,110.26,3
0,82,7,272.58,2
1,39,6,413.71,1
0,38,6,117.84,2
0,46,2,1731.8,4
1,32,1,486.88,4
0,23,6,974.62,4
1,37,8,401.27,3
1,20,1,445.21,4
1,46,1,918.93,1
0,27,2,1884.1,4
1,65,2,755.06,3
0,38,2,1632.7,1
1,44,2,923.41,1
1,27,3,1571.2,1
1,62,1,485.34,3
1,37,7,112.35,3
1,40,6,865.29,1
0,85,6,344.31,2
0,46,5,208.32,2
1,44,3,225.48,3
1,25,7,675.47,4
0,22,7,2256.7,3
1,30,7,1488.2,1
0,36,6,2832.3,4
1,43,1,714.73,1
1,30,5,344.97,1
1,24,7,989.43,1
1,19,7,1659.3,4
1,60,6,614.29,3
1,24,4,259.47,1
0,50,4,324.44,3
0,62,8,1198.9,3
0,48,1,349.3,2
1,40,4,547.04,3
1,36,8,422.61,1
0,55,4,223.28,2
0,18,1,483.65,4
1,40,5,1008,4
1,50,3,62.28,3
1,43,4,501.19,3
1,50,2,1852.7,4
1,63,3,861.62,1
0,79,8,343.89,2
0,19,4,1605.2,4
1,29,4,516.25,3
0,48,5,2379.8,3
0,72,4,435.46,2
0,54,1,50.48,2
0,38,6,2674.7,4
0,49,4,1736,4
0,72,4,485.61,2
1,34,2,1248.4,1
1,38,4,89.21,1
1,59,7,311.69,3
1,45,7,1526.4,4
0,25,7,998.31,3
0,48,6,2522.2,4
1,28,5,598.59,1
1,36,2,425.62,1
0,32,3,400.22,2
0,53,4,2544.3,4
0,80,3,84.49,2
0,83,8,491.85,2
1,71,7,850.61,3
0,80,7,94.52,2
1,24,3,274.59,4
0,47,4,297.22,2
0,22,7,127.83,3
1,26,4,200.27,1
0,56,7,210.11,2
1,47,8,364.13,4
1,27,8,476.92,3
1,40,3,961.22,4
1,35,5,956.87,1
0,43,6,160.07,3
1,49,3,93.92,1
1,34,4,634.42,3
1,64,3,220.75,1
1,29,8,1496.7,1
0,41,8,276.73,2
0,51,2,75.49,2
0,41,2,2563.1,4
0,77,5,65.83,2
1,32,5,961.2,3
0,78,6,342.48,2
1,70,4,320.79,1
0,20,6,1184.7,4
0,61,7,390.26,2
1,72,6,470.87,1
1,20,7,1233,4
0,47,5,2882.1,4
0,51,8,750.52,4
1,33,4,451.98,3
0,54,6,303.74,4
1,64,6,708.74,3
0,50,4,173.88,2
1,46,7,206,4
0,53,6,1967.4,3
0,50,7,220.52,2
0,19,4,885.59,1
0,39,5,360.5,2
0,37,7,2844.6,3
1,37,1,753.76,4
0,31,4,1772.9,3
0,64,2,41.94,2
1,66,2,703.33,3
0,52,3,172.48,2
0,52,7,1170.5,3
0,44,5,2603.4,3
1,34,2,495.81,1
1,36,4,982.02,1
1,30,2,814.12,3
1,34,3,1867.9,4
0,74,4,339.59,2
1,26,7,161.42,4
1,41,2,459.85,1
1,70,8,261.18,1
0,80,4,397.42,2
0,81,2,418.05,2
0,19,5,1774.2,3
1,29,2,1766.5,4
0,63,2,530.88,1
0,81,2,119.95,2
1,66,1,503.03,3
0,23,3,1170.8,3
0,41,4,182.55,1
1,49,3,680.66,3
1,26,4,368.57,1
1,34,4,1444.9,1
1,24,6,1883.7,4
0,55,7,123.74,2
0,35,7,1632.1,4
1,23,5,289.39,4
1,68,2,521.31,1
1,20,5,1620.3,4
0,71,2,468.74,2
1,68,1,539.82,1
0,29,5,1940.6,3
0,29,4,300.08,4
0,33,4,350.15,2
1,33,7,376.3,3
1,50,5,805.57,4
1,57,4,247.35,3
0,26,4,785.37,4
0,38,2,702.1,4
0,48,6,132.92,2
0,50,1,1984.3,3
1,47,3,772.59,4
1,44,3,1194.2,4
1,36,5,1994,4
0,26,5,2540.9,4
1,32,2,539.76,3
0,29,6,403.01,2
1,33,6,902.08,3
1,26,8,202.08,3
1,34,4,1713.4,4
1,22,4,465.5,4
1,31,5,696.83,3
1,56,6,479.18,3
1,67,3,320.77,1
0,55,7,61.22,2
0,60,2,2532.4,3
1,29,6,473.1,3
0,65,5,248.17,1
1,65,3,834.47,3
0,57,3,108.73,2
1,26,5,110.04,3
0,76,1,22.72,2
0,56,1,350.13,2
1,62,2,714.28,1
1,74,8,274.23,3
0,51,4,163.49,2
0,48,8,300.05,2
1,45,7,384.29,4
1,33,6,1745.3,1
0,28,5,289.51,2
1,39,7,439.11,3
1,71,4,63.69,1
0,47,7,577.18,4
0,60,3,363.98,2
0,42,3,328.11,2
0,56,3,164.22,2
0,27,2,1221.1,4
1,39,7,357.82,3
0,67,5,336.37,2
0,45,6,70.67,2
1,21,7,841.38,4
0,63,4,159.82,2
0,61,5,242.96,2
1,38,4,89.25,3
0,79,4,396.2,2
1,53,6,805.51,3
0,24,4,1335.6,4
1,51,8,1092.7,4
1,57,4,804.37,1
1,27,5,864.8,4
0,23,3,1231.6,1
0,31,2,63.78,2
0,74,2,245.6,2
1,43,1,449.29,4
1,56,8,587.09,1
1,29,5,1430.3,4
0,29,4,1051.7,4
0,57,1,2687.1,3
0,34,5,446.29,2
1,37,3,126,1
1,19,8,1263.6,1
1,48,5,362.99,3
1,66,6,311.8,3
1,26,5,127.46,1
0,46,1,230.13,2
1,49,5,371.6,3
0,47,2,420.33,2
0,32,5,575.8,3
0,42,2,1320.7,3
1,39,6,1200,1
0,51,3,562.37,4
0,34,6,2753.6,4
0,49,4,2743.9,4
1,39,2,1994.7,4
0,73,3,222.45,2
1,74,3,948.54,3
1,41,2,1710.3,4
1,36,5,744.74,1
0,78,4,43.8,2
1,37,4,603.66,1
1,46,5,364.65,1
1,56,5,773.24,1
0,47,6,2155.1,4
0,81,6,92.43,2
0,42,6,2141.6,4
1,26,5,193.77,4
0,33,2,74.92,2
1,71,7,394.2,3
1,27,6,206.64,4
1,50,3,1346.7,4
1,59,3,371.04,3
0,62,6,179.56,2
0,19,7,456.01,4
1,28,5,1654.6,4
1,62,6,821.86,3
0,84,2,203.81,2
0,63,5,192.85,3
1,50,5,1395.4,1
0,41,7,1098,3
1,50,2,1550.4,4
0,31,1,2479.3,3
0,21,4,1380.3,4
1,38,4,1150.5,4
0,46,2,512.9,3
1,54,7,52.96,1
0,36,6,1195.6,3
1,41,3,54.3,4
1,44,1,473.24,4
1,46,5,520.01,1
0,51,6,432.12,2
0,43,4,282.34,2
1,36,5,1998.6,4
1,48,3,761.43,3
0,36,6,198.01,2
1,23,1,1479.8,1
0,25,2,2168.1,4
1,38,2,508.24,4
0,49,8,114.01,2
1,54,6,788.23,3
0,57,3,41.06,2
0,81,8,32.98,2
1,28,6,119.44,4
0,84,3,167,2
0,62,6,2479.2,4
1,54,6,715.61,3
1,53,6,1136.4,4
1,43,5,171.55,3
0,45,8,778.46,3
0,46,8,1039.4,4
0,52,7,155.89,4
0,52,4,598.16,4
1,25,2,1018.3,4
1,53,8,1847.1,4
0,60,2,449.99,2
1,31,5,1433.6,4
0,53,8,2180.6,4
1,35,5,1465.1,1
0,41,8,1379.2,1
0,63,7,742.48,3
1,44,8,673.51,4
0,58,2,173.04,2
1,45,8,1163.4,4
0,50,2,1925.5,4
0,22,4,1604,4
0,29,8,2593.6,4
0,34,6,296.66,2
1,36,7,82.55,3
0,29,1,2430.4,3
1,25,1,844.89,1
0,33,2,1968.1,4
1,23,2,472.21,4
0,76,7,436.97,2
0,40,4,309.75,2
1,48,5,1595.1,4
0,59,4,166.46,4
0,58,7,91.01,2
0,20,2,400.31,1
0,61,5,1546.2,3
0,74,3,391.4,2
0,49,3,44.9,2
0,54,1,125.92,2
1,45,8,1938.6,4
0,71,5,258.35,2
1,32,2,1767.7,4
1,23,7,364.73,1
1,51,1,55.07,3
1,27,4,339.81,1
1,69,4,51.27,3
0,59,5,12.77,2
1,69,2,645.61,3
0,83,4,370.91,2
0,37,7,1127.7,1
0,61,2,439.65,2
1,25,6,127.85,1
0,43,8,1618.7,4
0,35,5,69.78,2
0,57,2,463.91,2
0,77,4,174.13,2
0,33,3,448.21,2
0,54,3,247.16,2
1,49,2,1620.3,1
1,40,8,627.6,1
1,42,2,1538.5,4
0,33,5,571.08,3
1,45,2,712.71,1
1,49,7,1286.7,4
0,51,3,2589.2,3
0,80,6,313.91,2
1,25,6,1428.5,4
0,21,7,339.29,4
1,50,7,456.19,4
0,31,3,103.6,2
0,51,3,275.81,2
1,26,8,208.72,3
0,25,6,496.46,4
1,46,1,1448,4
1,68,7,642.1,1
1,35,3,699.78,3
1,52,7,953.56,3
0,30,7,262.22,2
0,21,8,126.48,4
1,45,3,1023.1,1
0,28,2,1971.5,4
0,67,6,366.2,2
1,48,1,168.64,3
0,31,7,2417.5,4
0,37,7,254.39,2
0,36,2,63.61,2
1,28,5,951.43,3
0,42,5,984.12,4
1,37,8,703.9,4
0,56,6,330.79,2
0,48,2,2448.9,4
1,35,6,223.76,1
0,59,2,1998,4
1,69,2,506.71,1
0,33,7,622.81,4
1,48,3,594.61,1
1,63,6,789.48,1
0,53,3,2473,3
0,64,3,57.59,2
0,80,6,205.46,2
1,63,7,639.21,1
0,51,4,12.44,2
0,73,4,287.8,2
1,68,2,742.78,3
0,64,5,274.95,2
1,46,7,927.82,4
1,30,4,1142.2,4
1,20,2,651.25,4
0,38,6,1995.5,3
0,50,4,327.21,2
1,47,6,1575.6,1
0,34,6,288.5,2
0,42,2,51.85,1
1,69,6,61.29,1
0,70,8,585.5,1
0,53,3,418.19,4
0,60,7,44.98,2
1,72,7,552.21,3
0,34,3,1860.7,4
0,72,4,290.57,2
0,74,8,42.59,2
1,68,5,163.87,1
1,58,8,252.66,3
1,39,3,373.12,3
1,62,4,839.96,1
0,20,7,1867.2,3
1,41,1,734.97,3
1,57,4,222.01,3
1,59,3,534.55,1
1,33,7,333.38,4
0,63,3,1006.3,4
1,25,6,655.85,1
1,31,7,420.43,4
0,47,4,39.36,2
1,53,4,1144,1
0,40,5,814.22,1
1,73,6,269.79,3
1,35,7,563.16,4
1,40,6,255.44,1
0,50,7,327.91,2
0,53,1,318.2,4
0,35,6,22.32,2
0,25,5,1450.4,4
1,37,2,723.87,3
0,46,6,2401.6,4
0,35,3,23.02,2
0,38,3,1608.2,3
0,54,2,13.99,2
1,31,2,422.67,4
1,28,6,1061.1,4
1,54,5,898.4,3
0,49,4,237.27,2
1,53,5,486.65,3
1,43,6,790.76,4
0,66,4,211.56,2
1,35,2,1292.1,4
1,66,7,252.56,3
1,28,5,1586.4,4
1,52,8,178.44,3
1,43,5,676.68,3
0,33,2,1146.7,4
1,31,3,680.12,3
0,62,3,112.43,2
0,67,7,83.43,2
1,22,7,885.21,1
0,51,6,2942.7,4
0,23,4,625.74,3
0,61,8,172.9,2
0,22,3,2972.6,4
0,46,5,138.58,2
1,45,7,318.93,1
0,51,4,5.94,2
0,43,5,1048.8,3
0,45,6,2533.6,3
1,51,6,558.71,1
0,38,1,403.25,2
0,35,7,66.25,2
1,36,8,813.28,1
0,30,2,63.24,2
0,49,1,116.12,2
0,21,2,699.47,3
0,61,6,100.23,3
1,53,4,1597.1,4
1,51,8,146.67,3
0,43,8,62.18,2
0,21,7,1149.7,3
1,34,4,1453.9,4
0,75,3,169.83,2
0,52,8,2716.2,4
0,40,3,1197.1,4
1,36,2,1494,4
0,58,7,350.72,2
1,49,3,226.16,1
0,80,6,137.13,2
1,54,2,323.34,1
1,51,5,1095.2,4
1,52,3,986.22,4
1,37,7,1351.9,4
0,55,5,369.14,2
0,70,1,249.01,2
0,35,7,464.68,2
0,56,2,182.7,2
0,59,7,381.99,2
0,53,6,473.21,2
0,81,7,36.61,2
1,42,5,764,3
0,78,5,475.56,2
0,33,7,696.39,4
0,42,5,265.34,2
1,48,5,1151.8,4
1,32,4,995.86,3
1,38,3,525.88,4
0,56,3,2906.7,4
0,31,1,2457.6,3
1,32,1,904.48,4
0,72,4,208.09,2
1,47,2,485.73,4
1,25,4,424.88,1
1,32,6,833.57,1
1,34,7,840.1,4
0,48,2,348.43,3
0,60,4,1952.6,4
1,24,6,430.61,4
0,54,6,84.55,2
0,46,7,160.95,2
0,40,2,2273.9,4
0,45,2,2522.2,4
1,35,1,88.03,4
1,27,7,193.47,1
1,50,6,1914,4
1,40,2,602.52,3
0,29,8,340.99,4
0,41,1,392.48,2
0,64,3,390.32,2
0,32,2,440.47,1
